dba_name,postal_code,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,naics_description,address,lat,lng,Incoming_Visitor_home_census_blocks,POI_risk_final
(W)RIGHT ON COMMUNICATIONS INC,92037,60730082002.0,"{""060730178113"":4,""530610532023"":4,""060590525272"":4,""060379200152"":4,""420199124023"":4,""060650420052"":4}","{""060730085061"":4,""040131048011"":4,""530530734044"":4,""060730171071"":4,""060730185143"":4,""132930105003"":4,""060590525272"":4}",PUBLIC RELATIONS AGENCIES,PROSPECT ST,32.84892931,-117.27257009999998,"{'06073017811': 4, '53061053202': 4, '06059052527': 4, '06037920015': 4, '42019912402': 4, '06065042005': 4}",0.11190944320232954
1 A LIVESCAN SAN DIEGO,92116,60730018006.0,"{""060730017003"":4,""060730170212"":4}","{""060730170542"":4,""060590525274"":4,""060650418081"":4}","ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",ADAMS AVE,32.76343179,-117.12493909999998,"{'06073001700': 4, '06073017021': 4}",0.2860023904491231
1 AMERICAN LIVESCAN,92123,60730093064.0,"{""060730031131"":4,""060730121021"":4,""471570201021"":4,""060730154052"":4,""060730031033"":4,""060730157031"":4,""060730030031"":4,""061130103021"":4,""060730019002"":4}","{""060730071003"":5,""060730170313"":4,""060730131021"":4,""060730203052"":4,""060730101091"":4,""060730092011"":4,""060730095052"":4,""060730095111"":4,""060730170562"":4}",INVESTIGATION SERVICES,MURPHY CANYON RD,32.80893652,-117.1162847,"{'06073003113': 4, '06073012102': 4, '47157020102': 4, '06073015405': 4, '06073003103': 4, '06073015703': 4, '06073003003': 4, '06113010302': 4, '06073001900': 4}",0.934388246863052
113FM RADIO NETWORK,92101,60730052001.0,"{""060730052002"":4,""060650427281"":4}","{""060730052001"":5,""060730170421"":4,""320030034151"":4,""060730100141"":4,""060650427281"":4,""060730054001"":4}",BROADCASTING & TELECOMMUNICATIONS,15TH ST,32.714123,-117.15039,"{'06073005200': 4, '06065042728': 4}",0.4496715709632427
1626 WEALTH MANAGEMENT INC,92130,60730083332.0,"{""060730083331"":6,""060730083353"":4,""060590875033"":4,""060730083302"":4}","{""060374326012"":4,""060730200172"":4}",INVESTMENT BANKING & SECURITIES DEALING,CARMEL MOUNTAIN RD,32.91859078,-117.2335608,"{'06073008333': 6, '06073008335': 4, '06059087503': 4, '06073008330': 4}",0.3415215436082698
1798 LLC,92037,60730082002.0,"{""060590320441"":4,""060730083651"":4,""060730156013"":4,""060650505005"":4,""060730133101"":4,""060730081021"":4,""060590019032"":4}","{""060730083032"":4,""040134226393"":4,""060730136044"":4,""040130715161"":4,""260992218001"":4,""060730027121"":4,""060730039024"":4,""060590019032"":4}",CONSULTING SERVICES,PROSPECT ST,32.8464722,-117.2757287,"{'06059032044': 4, '06073008365': 4, '06073015601': 4, '06065050500': 4, '06073013310': 4, '06073008102': 4, '06059001903': 4}",0.6192478543753586
1904 ENTERTAINMENT LLC,92101,60730052001.0,"{""060730099021"":4,""060730027034"":4,""060670051012"":4,""060730056002"":4,""060730052001"":4}","{""060730127001"":4,""060730133131"":4,""530530609051"":4,""060650432402"":4,""060730032111"":4}",RETAIL TRADE,BROADWAY nan,32.71575,-117.149414,"{'06073009902': 4, '06073002703': 4, '06067005101': 4, '06073005600': 4, '06073005200': 4}",0.7855147695115916
1CALL4CARE LLC,92111,60730085111.0,"{""060730027074"":4}",{},CONSULTING SERVICES,VICKERS ST,32.82722887,-117.1464092,{'06073002707': 4},0.4171773187398767
2-D STAGE LIGHTING ELECTRIC INC,92154,60730132051.0,"{""060730101062"":4}","{""060730101062"":4,""060730023023"":4}",ELECTRICAL CONTRACTORS,VERUS ST,32.59337678,-117.0874273,{'06073010106': 4},0.5624970826698741
2013061391,92037,60730083611.0,"{""060730083621"":4,""060730089014"":4,""060730085012"":4,""482015108002"":4}","{""060730031092"":4,""482015108003"":4,""060730083611"":4,""060710073023"":4,""060730218001"":4,""060650430082"":4}",FULL-SERVICE RESTAURANTS,HOLIDAY CT,32.87024508,-117.23364,"{'06073008362': 4, '06073008901': 4, '06073008501': 4, '48201510800': 4}",0.3658482511076248
2321 5TH AVE LLC,92101,60730059001.0,"{""060730040002"":4,""060730058001"":4,""060730032093"":4}","{""060590015043"":4,""060730032093"":4,""517600605001"":4}",LESSORS OF NONRES BLDG (EXC MINIWAREHOUSE),5TH AVE,32.7295183,-117.16003700000002,"{'06073004000': 4, '06073005800': 4, '06073003209': 4}",0.7774378836979516
24 HOUR FITNESS,92119,60730098041.0,"{""060730150004"":6,""060730140022"":4,""060730028034"":4,""060730136051"":4,""060730136013"":4,""060730098011"":4,""060730147001"":4,""060730162012"":4,""060730096042"":4,""060730098043"":4,""060730138011"":4,""060730135032"":4,""060730161002"":4,""060730098041"":4,""060730153012"":4,""060730150002"":4,""060730035013"":4}","{""060730157042"":4,""060730085111"":4,""260992308002"":4,""060730098043"":4,""060730148042"":4,""060730166054"":4,""060730170423"":4,""060730150004"":4,""060730161002"":4,""060730098053"":4,""060730150002"":4,""060730135032"":4,""060730170473"":4,""060730140022"":4,""060730035013"":4,""060730028042"":4,""060730162013"":4,""060730142001"":4}",FITNESS & RECREATIONAL SPORTS CENTERS,NAVAJO RD,32.80279611,-117.0065689,"{'06073015000': 6, '06073014002': 4, '06073002803': 4, '06073013605': 4, '06073013601': 4, '06073009801': 4, '06073014700': 4, '06073016201': 4, '06073009604': 4, '06073009804': 4, '06073013801': 4, '06073013503': 4, '06073016100': 4, '06073015301': 4, '06073003501': 4}",0.993928078505519
24 HOUR FITNESS 872,92113,60730033012.0,"{""060730144002"":5,""060730201081"":5,""060730141021"":4,""060730032011"":4,""060730130003"":4,""060730065001"":4,""170978630031"":4,""060730032082"":4,""060730035022"":4,""060730042001"":4,""060650427291"":4,""060730010004"":4,""060730031032"":4,""060730085043"":4}","{""060730004002"":7,""060730085111"":6,""060730054004"":5,""060730127001"":4,""060730039022"":4,""060730118012"":4,""060730083501"":4,""060730046001"":4,""060730040003"":4,""060730027051"":4,""060730026021"":4,""060730079034"":4,""060730100142"":4,""060730035012"":4,""060730033042"":4,""060730033012"":4,""170978630031"":4,""060730079032"":4}",FITNESS & RECREATIONAL SPORTS CENTERS,IMPERIAL AVE,32.70408544,-117.1029541,"{'06073014400': 5, '06073020108': 5, '06073014102': 4, '06073003201': 4, '06073013000': 4, '06073006500': 4, '17097863003': 4, '06073003208': 4, '06073003502': 4, '06073004200': 4, '06065042729': 4, '06073001000': 4, '06073003103': 4, '06073008504': 4}",0.9814795118171996
24 HOUR FITNESS 888,92122,60730083402.0,"{""060730083552"":8,""060730186112"":8,""020200025022"":4,""060730056002"":4,""060730083432"":4}","{""060730083121"":7,""060730056002"":4,""060730083331"":4}",FITNESS & RECREATIONAL SPORTS CENTERS,LA JOLLA VILLAGE DR,32.87322566,-117.2113206,"{'06073008355': 8, '06073018611': 8, '02020002502': 4, '06073005600': 4, '06073008343': 4}",0.7553111760873009
28TH OIL INC,92113,60730039023.0,"{""060730148033"":19,""060730108002"":4,""060730027034"":4,""060730134213"":4,""060730093041"":4}","{""060730148033"":12,""060730050001"":5,""060730038001"":4,""530350814001"":4,""060730132051"":4,""060730032022"":4}",GASOLINE STATIONS,S 28TH ST,32.69443048,-117.1337623,"{'06073014803': 19, '06073010800': 4, '06073002703': 4, '06073013421': 4, '06073009304': 4}",0.9061414593920684
3 L LABORATORIES,92121,60730083461.0,"{""060730083631"":4}",{},MISCELLANEOUS MFG,LUSK BLVD,32.90185269,-117.2010206,{'06073008363': 4},0.08453785721694773
30TH STREET LAUNDRY,92104,60730014002.0,"{""060730079082"":4,""060730015002"":4,""060730116011"":4}","{""060730050001"":5,""060730042002"":4,""060730097042"":4}",COIN-OPERATED LAUNDRIES & DRYCLEANERS,30TH ST,32.74253884,-117.1300086,"{'06073007908': 4, '06073001500': 4, '06073011601': 4}",0.6726493398063075
4 SEASON MARKET,92115,60730028031.0,"{""060730166093"":4,""060650432351"":4}","{""060650432351"":4}","BEER, WINE & LIQUOR STORES",EL CAJON BLVD,32.75698532,-117.0857366,"{'06073016609': 4, '06065043235': 4}",0.15713477596051614
4797 RUFFNER STREET LLC,92111,60730085111.0,"{""060730191013"":4}","{""060730203071"":7,""060730085111"":6,""060730095041"":4,""040159517002"":4,""060730090001"":4}",OTHER ACTIVITIES RELATED TO REAL ESTATE,RUFFNER ST,32.82892161,-117.1583871,{'06073019101': 4},0.2669652831367466
4JS MINI MART,92105,60730021003.0,"{""060730021004"":4,""060730083541"":4,""060730039022"":4}","{""060730022022"":8,""060730027051"":4,""060730039022"":4,""060730083541"":4,""060730189031"":4}","BEER, WINE & LIQUOR STORES",EL CAJON BLVD,32.75521694,-117.1073743,"{'06073002100': 4, '06073008354': 4, '06073003902': 4}",0.6392005634181124
4S PIZZERIA LLC,92127,60730170321.0,"{""060730170301"":9,""060730170313"":4,""060730170321"":4,""060730170304"":4}","{""060730170301"":9,""060730170321"":5,""060730202142"":4,""060730083501"":4}",FOOD SERVICES & DRINKING PLACES,DOVE CANYON RD,33.01501451,-117.11188,"{'06073017030': 9, '06073017031': 4, '06073017032': 4}",0.40015015716316493
56143: BUSINESS SERVICE CENTERS,92106,60730214001.0,"{""060730165031"":4,""060730073023"":4,""060730142003"":4,""060730101033"":4,""060650427412"":4}","{""060730197021"":4,""060730072002"":4,""060730097031"":4,""060730083101"":4,""060730220002"":4,""060730142003"":4,""060730101033"":4}",OTH BUSINESS SERVICE CENTERS (INCL COPY SHOPS,ROSECRANS ST,32.73550444,-117.2198575,"{'06073016503': 4, '06073007302': 4, '06073014200': 4, '06073010103': 4, '06065042741': 4}",0.7905315534241972
619 IT INC,92123,60730085111.0,"{""060730200273"":6,""060730097053"":4,""060730170091"":4,""060730151002"":4}","{""060730204043"":4,""060730083492"":4,""060730175012"":4,""060730083473"":4}",OTHER COMPUTER RELATED SERVICES,MURPHY CANYON RD,32.82932678,-117.1198491,"{'06073020027': 6, '06073009705': 4, '06073017009': 4, '06073015100': 4}",0.5937575994809151
619 MOTOR SPORTS,92113,60730039023.0,"{""060730033042"":4,""060730193013"":4,""060730133101"":4,""060590864051"":4,""060730207091"":4,""060730134213"":4,""060730038001"":4}","{""060730134213"":6,""060730039023"":4,""060730040002"":4}",ALL OTHER AUTOMOTIVE R&M,MAIN ST,32.69132336,-117.123679,"{'06073003304': 4, '06073019301': 4, '06073013310': 4, '06059086405': 4, '06073020709': 4, '06073013421': 4, '06073003800': 4}",0.8563968401939676
7 ELEVEN  2131 35860A,92103,60730004001.0,"{""060730083501"":5,""060730008004"":4,""060730025013"":4}","{""060730032082"":4}",CONVENIENCE STORES,WASHINGTON ST,32.74996403,-117.1633238,"{'06073008350': 5, '06073000800': 4, '06073002501': 4}",0.5767777580640411
7 ELEVEN #2111-13596A,92109,60730079081.0,"{""060730166123"":4,""060730216001"":4,""060730158021"":4}","{""360470406002"":6,""060730025022"":4}",CONVENIENCE STORES,BALBOA AVE,32.79920749,-117.234631,"{'06073016612': 4, '06073021600': 4, '06073015802': 4}",0.5116637525441441
7 ELEVEN 18710D,92103,60730060001.0,"{""060730170552"":4}","{""060730062001"":4}",CONVENIENCE STORES,SPRUCE ST,32.73876692,-117.1609645,{'06073017055': 4},0.12048153842601915
7 ELEVEN 2111 13659G,92115,60730028031.0,"{""060730040001"":4,""060730027102"":4,""060730026013"":4,""060730028031"":4,""060730168024"":4}","{""060730028042"":4,""060730089021"":4,""060730027084"":4,""060730027121"":4}",CONVENIENCE STORES,EL CAJON BLVD,32.75728858,-117.0835314,"{'06073004000': 4, '06073002710': 4, '06073002601': 4, '06073002803': 4, '06073016802': 4}",0.8955471419928792
7 ELEVEN 33542,92123,60730085111.0,"{""060730095021"":5,""060730085111"":5,""060730146012"":5,""060730101042"":4,""060730134092"":4,""060730165041"":4,""060730095061"":4,""060730174042"":4,""060730168091"":4,""060730086001"":4,""060730133101"":4,""060730100142"":4,""060730094001"":4,""060730044002"":4,""060730020012"":4,""060730208101"":4,""060730168073"":4,""060650432793"":4,""060730095054"":4,""120970408042"":4,""060730169012"":4,""060730095022"":4,""060730095052"":4}","{""060730085111"":21,""060730094001"":4,""060730083412"":4,""060730201061"":4,""060730098012"":4,""060375004032"":4,""060730166093"":4,""170978609041"":4,""060730212021"":4,""060730027092"":4,""060730024021"":4,""060730095021"":4,""060730155012"":4,""060650504001"":4,""060730027111"":4,""060730095054"":4,""060730093013"":4,""060730174042"":4,""060730152002"":4}",CONVENIENCE STORES,CLAIREMONT MESA BLVD,32.83136039,-117.1313495,"{'06073009502': 5, '06073008511': 5, '06073014601': 5, '06073010104': 4, '06073013409': 4, '06073016504': 4, '06073009506': 4, '06073017404': 4, '06073016809': 4, '06073008600': 4, '06073013310': 4, '06073010014': 4, '06073009400': 4, '06073004400': 4, '06073002001': 4, '06073020810': 4, '06073016807': 4, '06065043279': 4, '06073009505': 4, '12097040804': 4, '06073016901': 4}",0.9953144410156632
7 ELEVEN 34235,92110,60730066001.0,"{""060730156021"":4,""080690011141"":4,""040119602003"":4,""060730134012"":4}","{""060710021101"":4}",CONVENIENCE STORES,MIDWAY DR,32.74575292,-117.1999322,"{'06073015602': 4, '08069001114': 4, '04011960200': 4, '06073013401': 4}",0.5678666991405438
7 ELEVEN 36751B,92120,60730096044.0,"{""060730096034"":4}","{""060730096034"":7}",CONVENIENCE STORES,MISSION GORGE RD,32.78109156,-117.1012925,{'06073009603': 4},0.26516966133976383
7 ELEVEN 38052A,92104,60730012003.0,"{""060730059003"":4,""060371066452"":4,""060730025012"":4,""060730030031"":4}","{""060730125012"":4}",CONVENIENCE STORES,EL CAJON BLVD,32.75535815,-117.1335878,"{'06073005900': 4, '06037106645': 4, '06073002501': 4, '06073003003': 4}",0.7581947814387018
7 ELEVEN @2131-29370D,92154,60730101062.0,"{""060730101062"":4}","{""060730101062"":4,""060730104022"":4}",CONVENIENCE STORES,CORONADO AVE,32.5760605,-117.0795728,{'06073010106': 4},0.5624970826698741
7 ELEVEN STORE #17825F,92173,60730100131.0,"{""060730126004"":7,""060730132061"":7,""060730100132"":5,""060730100123"":4,""060730100131"":4,""060730083412"":4,""060730022011"":4,""060730101112"":4,""060730100053"":4}","{""060730100132"":6,""060730134192"":4,""060730022011"":4,""060730101063"":4,""060730100151"":4,""060730126004"":4,""060730100123"":4}",CONVENIENCE STORES,W SAN YSIDRO BLVD,32.554134600000005,-117.0477518,"{'06073012600': 7, '06073013206': 7, '06073010013': 5, '06073010012': 4, '06073008341': 4, '06073002201': 4, '06073010111': 4, '06073010005': 4}",0.998049689543287
7 ELEVEN STORE #27163E,92154,60730101071.0,"{""060730133141"":4,""060730203041"":4,""060730101071"":4}","{""060730101071"":4}",CONVENIENCE STORES,PALM AVE,32.583463800000004,-117.0845125,"{'06073013314': 4, '06073020304': 4, '06073010107': 4}",0.7587364160776067
7 ELEVEN STORE 13633F,92115,60730029042.0,"{""060730029022"":4,""340090209022"":4,""060730027022"":4}","{""060730029022"":4}",CONVENIENCE STORES,COLLEGE AVE,32.77166228,-117.0698906,"{'06073002902': 4, '34009020902': 4, '06073002702': 4}",0.6388370375859037
7 ELEVEN STORE 231-34700,92173,60730100151.0,"{""060730146013"":4}",{},CONVENIENCE STORES,E SAN YSIDRO BLVD,32.5470885,-117.0342737,{'06073014601': 4},0.14051610963725014
7 ELEVEN STORE 27263E,92120,60730096043.0,"{""060730132034"":4,""060730096034"":4,""060730095091"":4,""060730206024"":4}","{""060730116021"":4,""060730096043"":4,""060730095091"":4}",CONVENIENCE STORES,MISSION GORGE RD,32.78983089,-117.0976372,"{'06073013203': 4, '06073009603': 4, '06073009509': 4, '06073020602': 4}",0.7346622746699564
7 ELEVEN STORE 33542C,92123,60730085111.0,"{""060730095021"":5,""060730085111"":5,""060730146012"":5,""060730101042"":4,""060730134092"":4,""060730165041"":4,""060730095061"":4,""060730174042"":4,""060730168091"":4,""060730086001"":4,""060730133101"":4,""060730100142"":4,""060730094001"":4,""060730044002"":4,""060730020012"":4,""060730208101"":4,""060730168073"":4,""060650432793"":4,""060730095054"":4,""120970408042"":4,""060730169012"":4,""060730095022"":4,""060730095052"":4}","{""060730085111"":21,""060730094001"":4,""060730083412"":4,""060730201061"":4,""060730098012"":4,""060375004032"":4,""060730166093"":4,""170978609041"":4,""060730212021"":4,""060730027092"":4,""060730024021"":4,""060730095021"":4,""060730155012"":4,""060650504001"":4,""060730027111"":4,""060730095054"":4,""060730093013"":4,""060730174042"":4,""060730152002"":4}",CONVENIENCE STORES,CLAIREMONT MESA BLVD,32.83136039,-117.1313495,"{'06073009502': 5, '06073008511': 5, '06073014601': 5, '06073010104': 4, '06073013409': 4, '06073016504': 4, '06073009506': 4, '06073017404': 4, '06073016809': 4, '06073008600': 4, '06073013310': 4, '06073010014': 4, '06073009400': 4, '06073004400': 4, '06073002001': 4, '06073020810': 4, '06073016807': 4, '06065043279': 4, '06073009505': 4, '12097040804': 4, '06073016901': 4}",0.9953144410156632
7 ELEVEN STORE 33992,92116,60730012002.0,"{""060730139061"":4}","{""060730012002"":4,""060730139061"":4,""060730098024"":4}",CONVENIENCE STORES,MEADE AVE,32.7570267,-117.1297659,{'06073013906': 4},0.3703774721231087
7-ELEVEN 27664C,92102,60730041002.0,"{""060730211001"":5,""060730163012"":4,""060730164021"":4,""060730212041"":4,""060730040002"":4,""060730041004"":4}","{""060730052001"":4,""060730164021"":4}",CONVENIENCE STORES,BROADWAY nan,32.7157517,-117.1406799,"{'06073021100': 5, '06073016301': 4, '06073016402': 4, '06073021204': 4, '06073004000': 4, '06073004100': 4}",0.9759179945258846
7-ELEVEN 32290B,92154,60730100151.0,"{""060730089021"":8,""060730133031"":4,""060730100142"":4,""060730131022"":4,""060730132062"":4,""060730030042"":4,""060730133131"":4,""060730078002"":4}","{""060730089021"":6,""060650433141"":4,""060650427152"":4,""060730132062"":4,""060730025023"":4,""060730219002"":4,""060730100142"":4,""060730020012"":4,""060730100053"":4,""060730133031"":4}",CONVENIENCE STORES,OTAY MESA RD,32.56769539,-116.9625718,"{'06073008902': 8, '06073013303': 4, '06073010014': 4, '06073013102': 4, '06073013206': 4, '06073003004': 4, '06073013313': 4, '06073007800': 4}",0.9799051613970874
7-ELEVEN 33694,92120,60730096041.0,"{""060730096041"":4,""060730096024"":4,""060730208092"":4,""060730139081"":4,""060730097032"":4,""060730097033"":4}","{""060730096044"":4,""060730208092"":4,""060375401024"":4,""060730040003"":4,""060730096041"":4,""060730146021"":4,""060290055083"":4,""060375004032"":4,""060730091061"":4,""060730096024"":4,""060730097033"":4,""060730159012"":4,""060730098011"":4}",CONVENIENCE STORES,WARING RD,32.79084911,-117.08265,"{'06073009604': 4, '06073009602': 4, '06073020809': 4, '06073013908': 4, '06073009703': 4}",0.7094314437162119
7-ELEVEN 34243,92110,60730065001.0,"{""060730034041"":4}",{},CONVENIENCE STORES,SPORTS ARENA BLVD,32.75216393,-117.2062156,{'06073003404': 4},0.36924516891787307
7-ELEVEN STORE 13623,92109,60730079071.0,"{""060730079071"":4}","{""060730079071"":4,""060730029043"":4,""060730175011"":4}",CONVENIENCE STORES,GARNET AVE,32.79855599,-117.2462117,{'06073007907': 4},0.24488988249658886
7-ELEVEN STORE 22872-D,92106,60730214001.0,"{""060730214001"":8,""060730069001"":4,""060650507003"":4,""320310022071"":4,""060650435122"":4,""230310235001"":4,""060730100091"":4,""320030029612"":4}","{""060730214001"":5,""060730214003"":4,""060730003004"":4,""410390022023"":4,""060730100091"":4,""060650435122"":4}",CONVENIENCE STORES,ROSECRANS ST,32.73013431,-117.2245695,"{'06073021400': 8, '06073006900': 4, '06065050700': 4, '32031002207': 4, '06065043512': 4, '23031023500': 4, '06073010009': 4, '32003002961': 4}",0.7852455029479519
7-ELEVEN STORE 37624B,92154,60730100102.0,"{""060730100122"":6,""060730101092"":6,""060730133072"":5,""060730134161"":5,""060730100012"":4,""040134202083"":4,""060590320133"":4,""060730100011"":4,""060730101091"":4,""060730100092"":4,""060730100142"":4,""060730073011"":4,""060730133061"":4,""060730133102"":4,""060730134092"":4,""060730133131"":4,""060730133033"":4,""060730100102"":4,""060730105011"":4,""060730132041"":4}","{""060730133131"":6,""060730100092"":6,""060730135031"":5,""060730100034"":4,""060730134161"":4,""060730133061"":4,""060730100103"":4,""060730200292"":4,""060730100142"":4,""060730132041"":4,""060730133102"":4,""201550012002"":4,""060730130003"":4,""060730032042"":4,""060730134092"":4,""060730093042"":4,""060730100102"":4,""060730089021"":4,""060730147002"":4,""060730101091"":4,""060730102001"":4,""060730150002"":4}",CONVENIENCE STORES,PALM AVE,32.5833988,-117.0624919,"{'06073010012': 6, '06073010109': 6, '06073013307': 5, '06073013416': 5, '06073010001': 4, '04013420208': 4, '06059032013': 4, '06073010009': 4, '06073010014': 4, '06073007301': 4, '06073013306': 4, '06073013310': 4, '06073013409': 4, '06073013313': 4, '06073013303': 4, '06073010010': 4, '06073010501': 4, '06073013204': 4}",0.9999806007221016
74 SUPPLY COMPANY,92126,60730170561.0,"{""060730092022"":6,""060650432543"":5,""060730104011"":4,""060730027031"":4,""060730170561"":4,""060590992441"":4,""060730133131"":4,""060730170521"":4,""060730124022"":4,""060730134093"":4,""060730083352"":4,""060730194032"":4,""060730168023"":4,""060730200211"":4}","{""060730170561"":9,""060730170521"":6,""060730194032"":4,""060730027031"":4,""060730165044"":4,""060730083481"":4,""060730170361"":4,""060730027071"":4,""060730134093"":4}",RETAIL SALES VIA INTERNET/WEBSITES,RANCHO CARMEL DR,32.9837929,-117.0805122,"{'06073009202': 6, '06065043254': 5, '06073010401': 4, '06073002703': 4, '06073017056': 4, '06059099244': 4, '06073013313': 4, '06073017052': 4, '06073012402': 4, '06073013409': 4, '06073008335': 4, '06073019403': 4, '06073016802': 4, '06073020021': 4}",0.9734122693233158
76 FRAH MINI MARKET,92115,60730023021.0,"{""050070208052"":4,""060730085053"":4,""060730096043"":4,""060730027102"":4,""390490102001"":4,""060730019001"":4}","{""060730095091"":5,""060730034011"":4,""060730026022"":4,""060730026023"":4,""060730147001"":4,""060730026021"":4}",CONVENIENCE STORES,EL CAJON BLVD,32.75502414,-117.0993697,"{'05007020805': 4, '06073008505': 4, '06073009604': 4, '06073002710': 4, '39049010200': 4, '06073001900': 4}",0.5991309501668554
7776 SIERRA MAR INC,92126,60730083501.0,"{""060730208092"":6,""060730168091"":4,""060730083573"":4}","{""060730083501"":4}",OTHER FINANCIAL INVESTMENT ACTIVITIES,ARJONS DR,32.89449055,-117.1482697,"{'06073020809': 6, '06073016809': 4, '06073008357': 4}",0.5471746493428072
828 EVENTS INC,92106,60730214001.0,"{""060730069002"":4,""060730093062"":4,""060730093052"":4,""060730170431"":4,""060730093064"":4,""060730031071"":4,""060730095101"":4,""060730168101"":4}","{""060730093052"":4,""060730085061"":4,""060650427302"":4,""060730168101"":4,""060730170091"":4,""060650432652"":4,""480291201001"":4}",RENTAL & LEASING SERVICES,HISTORIC DECATUR RD,32.74035787,-117.2103883,"{'06073006900': 4, '06073009306': 4, '06073009305': 4, '06073017043': 4, '06073003107': 4, '06073009510': 4, '06073016810': 4}",0.7753882629101666
860 GARNET OPERATIONS LLC,92109,60730079052.0,"{""481872106043"":5,""060730008003"":4,""060730083103"":4,""060730051002"":4,""060730198043"":4,""060730170392"":4,""060730079102"":4,""060650430012"":4,""060730139072"":4,""150030074001"":4,""060590421142"":4,""060730078001"":4,""060730079052"":4}","{""060730079031"":6,""060730170472"":4,""060730198043"":4,""060730034014"":4,""320030058081"":4,""060590421142"":4,""150030074001"":4,""060730020022"":4,""060730091071"":4,""060730085033"":4,""060650430012"":4,""060650432202"":4,""060730170392"":4,""060730200172"":4,""060730087022"":4,""060730139072"":4,""060730118022"":4,""060730099021"":4,""060730083492"":4}",FOOD SERVICES & DRINKING PLACES,GARNET AVE,32.79685643,-117.2544023,"{'48187210604': 5, '06073000800': 4, '06073008310': 4, '06073005100': 4, '06073019804': 4, '06073017039': 4, '06073007910': 4, '06065043001': 4, '06073013907': 4, '15003007400': 4, '06059042114': 4, '06073007800': 4, '06073007905': 4}",0.9109028398305968
9 SPA,92109,60730078002.0,"{""060770052063"":4,""060730085024"":4}","{""060730083013"":4,""060730015003"":4}",MASSAGE PARLORS,GARNET AVE,32.805733399999994,-117.2208671,"{'06077005206': 4, '06073008502': 4}",0.09985791346349736
911 STUDIO SALON,91910,60730134213.0,"{""060730134161"":4}",{},MISCELLANEOUS STORE RETAILERS,OTAY LAKES RD,32.64580559,-117.0010341,{'06073013416': 4},0.31080076285232194
94TH AERO SQUADRON,92123,60730085111.0,"{""060730190021"":4,""060730097041"":4,""060730220002"":4,""060730166051"":4,""060590755151"":4,""060730221001"":4}","{""060730085111"":4,""060730168091"":4,""060590755151"":4,""060730220002"":4,""060730031153"":4}",FULL-SERVICE RESTAURANTS,BALBOA AVE,32.8208586,-117.137142,"{'06073019002': 4, '06073009704': 4, '06073022000': 4, '06073016605': 4, '06059075515': 4, '06073022100': 4}",0.7323881218389516
99 CENTS ONLY STORES LLC,92126,60730083573.0,"{""060730083471"":7,""060730083472"":6,""060730083373"":6,""060730083552"":5,""060730083503"":4,""060730083012"":4,""060730083331"":4,""060730083661"":4,""060730083541"":4,""060730083542"":4,""060730083562"":4,""060730083482"":4,""060730083581"":4,""060730083584"":4,""060730083603"":4,""060730083504"":4,""060730083462"":4,""060730170481"":4,""060730083571"":4,""060730083592"":4,""060730083583"":4,""061150410002"":4,""060730170451"":4,""350130009005"":4,""060730031153"":4,""060730185132"":4,""060730083491"":4}","{""060730083472"":7,""060730083461"":6,""060730083072"":5,""060730077013"":5,""060730083483"":5,""060730083531"":4,""060730083591"":4,""060730083504"":4,""060730083462"":4,""350130009005"":4,""060730083492"":4,""060730083331"":4,""060730083552"":4,""060730083661"":4,""060730083583"":4,""060730083503"":4,""060730023011"":4,""060730083592"":4,""060730215001"":4,""060730083523"":4,""060730083502"":4,""060730028012"":4,""060730083562"":4}",ALL OTHER GENERAL MERCHANDISE STORES,CAMINO RUIZ nan,32.91463095,-117.143841,"{'06073008347': 7, '06073008337': 6, '06073008355': 5, '06073008350': 4, '06073008301': 4, '06073008333': 4, '06073008366': 4, '06073008354': 4, '06073008356': 4, '06073008348': 4, '06073008358': 4, '06073008360': 4, '06073008346': 4, '06073017048': 4, '06073008357': 4, '06073008359': 4, '06115041000': 4, '06073017045': 4, '35013000900': 4, '06073003115': 4, '06073018513': 4, '06073008349': 4}",0.9611358207568188
A & A AUTO COLLISON AND CLASSICS,92115,60730027081.0,"{""060730144001"":4}",{},AUTOMOTIVE BODY/PAINT/INTERIOR & GLASS REPAIR,53RD ST,32.75721387,-117.0818151,{'06073014400': 4},0.19653084761713424
A & J SUSHI,92103,60730006003.0,"{""060730215001"":4,""060730009004"":4,""060730004002"":4,""060730008004"":4,""060730024013"":4,""060730007002"":4,""060730104023"":4,""060730006001"":4,""060730005002"":4,""060730004001"":4}","{""060730041002"":5,""060730014003"":4,""060730056002"":4,""060730024013"":4,""060730009004"":4,""060730004001"":4,""060730006001"":4,""060730157041"":4,""060730215001"":4,""060730006003"":4,""060730007002"":4,""060730013002"":4,""060730005001"":4}",FOOD SERVICE CONTRACTORS,UNIVERSITY AVE,32.7484903,-117.1550433,"{'06073021500': 4, '06073000900': 4, '06073000400': 4, '06073000800': 4, '06073002401': 4, '06073000700': 4, '06073010402': 4, '06073000600': 4, '06073000500': 4}",0.8961004234517083
